Listagem dos Agentes Econômicos Registrados na Ancine;;;;;;;;;
;;;;;;;;;
Registro Ancine;CNPJ;Razão Social;Atividade Econômica Principal;Natureza Jurídica;Munícipio;UF;Data do Primeiro Registro na Ancine;Data de Abertura da Empresa;Agente Econômico Brasileiro Independente
20478;10.985.392/0001-49;COMO SE FAZ PRODUÇÕES LTDA EPP;Estúdios cinematográficos;Sociedade Empresária Limitada;SÃO PAULO;SP;14/12/2011;25/06/2009;SIM
25535;17.197.761/0001-88;COMORA ATTUHY LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;BARIRI;SP;30/10/2013;31/10/2012;SIM
35450;18.504.877/0001-85;COMOVA ATIVIDADES DE PRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO LTDA ­ ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;BRASÍLIA;DF;13/02/2017;16/07/2013;SIM
35876;15.184.293/0001-81;COMP PRODUTORA DE AUDIO E VIDEO LTDA;Produção de filmes para publicidade;Sociedade Empresária Limitada;PORTO ALEGRE;RS;20/03/2017;13/03/2012;SIM
1465;00.814.994/0001-80;COMPACT FILMES LTDA.;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Simples Limitada;SÃO PAULO;SP;28/08/2003;19/09/1995;SIM
2225;05.928.108/0001-62;COMPANHIA AMAZONICA DE FILMES S/S LTDA.;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Simples Limitada;ANANINDEUA;PA;28/07/2004;25/09/2003;SIM
23447;00.630.754/0001-25;COMPANHIA DAS ARTES PRODUÇÕES ARTÍSTICAS, CULTURAIS E EDUCATIVAS LTDA. ME;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;Sociedade Simples Limitada;RIBEIRÃO PIRES;SP;13/03/2013;31/05/1995;SIM
37749;19.054.723/0001-00;COMPANHIA DE COMUNICAÇÃO E SERVIÇOS DO TRIÂNGULO LTDA ME;Edição de Jornais Diários;Sociedade Empresária Limitada;ARAGUARI;MG;21/09/2017;11/10/2013;SIM
39524;13.991.594/0001-91;COMPANHIA DE ÓPERA DO ESPÍRITO SANTO;Atividades de organizações associativas ligadas à cultura e à arte;Associação Privada;VITÓRIA;ES;24/04/2018;19/07/2011;SIM
38165;05.684.180/0001-91;COMPANHIA ITABIRANA DE TELECOMUNICACOES LTDA;Operadoras de televisão por assinatura por cabo;Sociedade Empresária Limitada;ITABIRA;MG;08/11/2017;30/05/2003;NÃO
41007;04.652.007/0001-49;COMPANHIA MINIMA DE ARTE CONTEMPORANEA LTDA;Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;Sociedade Simples Limitada;BELO HORIZONTE;MG;05/09/2018;04/09/2001;SIM
15742;06.017.510/0001-58;COMPANHIA RIO BONITO - COMUNICAÇÕES;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Anônima Fechada;SÃO PAULO;SP;09/07/2009;13/11/2003;NÃO
47046;22.604.100/0001-60;COMPASSO - SERVICOS EM CULTURA & MARKETING LTDA;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;Sociedade Empresária Limitada;PORTO ALEGRE;RS;27/10/2020;08/06/2015;SIM
4032;03.887.223/0001-00;COMPHANY VÍDEO PRODUÇÕES LTDA;Filmagem de festas e eventos;Sociedade Empresária Limitada;BRUSQUE;SC;16/05/2005;01/04/2000;NÃO
16669;08.035.861/0001-17;COMPLO PRODUCOES E OFICINAS LTDA - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;08/03/2010;29/05/2006;SIM
22001;04.165.153/0001-40;COMPOSTELA COMUNICAÇÃO LTDA.;Comércio atacadista de livros, jornais e outras publicações;Sociedade Simples Limitada;RIO DE JANEIRO;RJ;12/07/2012;09/11/2000;SIM
48452;32.898.043/0001-22;COMPOTA PRODUTORA AUDIOVISUAL LTDA;Produção de filmes para publicidade;Sociedade Empresária Limitada;RECIFE;PE;20/05/2021;27/02/2019;SIM
42715;92.231.521/0001-78;COMSAT COMERCIO REPRESENTACAO IMPORTACAO E EXPORTACAO DE EQUIPAMENTOS ELETRO ELETRONICOS EIREL;Comércio atacadista de equipamentos de informática;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);SÃO PAULO;SP;10/04/2019;14/07/1988;SIM
34719;16.523.900/0001-53;COMTENT COMUNICAÇÃO E CONTEÚDO LTDA ME;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;23/11/2016;18/07/2012;SIM
1411;32.022.899/0001-30;COMTEXTO PRODUÇÕES E PUBLICAÇÕES ARTISTÍCAS LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;18/07/2003;21/04/1988;SIM
37166;24.751.379/0001-30;COMTI COMUNICACAO E TECNOLOGIA LTDA ­ ME;Reparação e manutenção de computadores e de equipamentos periféricos;Sociedade Empresária Limitada;SÃO PAULO;SP;28/07/2017;06/05/2016;SIM
15247;03.196.366/0001-76;COMUNIART COMUNICAÇÃO & MARKETING LTDA EPP;Agências de publicidade;Sociedade Empresária Limitada;DOURADOS;MS;26/03/2009;31/05/1999;SIM
44344;30.756.694/0001-52;COMUNIC MIDIA DIGITAL LTDA;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;CURITIBA;PR;17/10/2019;08/06/2018;NÃO
44233;08.843.043/0001-40;COMUNICA DE TERESÓPOLIS ASSESSORIA DE COMUNICAÇÃO LTDA;Gestão de ativos intangíveis não-financeiros;Sociedade Empresária Limitada;TERESÓPOLIS;RJ;07/10/2019;24/05/2007;NÃO
42149;08.626.106/0001-07;COMUNICACAO MOSSOROENSE LTDA;Atividades de televisão aberta;Sociedade Empresária Limitada;MOSSORÓ;RN;05/02/2019;30/11/2006;NÃO
5572;07.852.464/0001-75;COMUNICAFILMES - PRODUÇÃO DE FILMES LTDA ME;Atividades de televisão aberta;Sociedade Empresária Limitada;SÃO PAULO;SP;17/03/2006;10/01/2006;SIM
41224;20.060.431/0001-50;COMUNICARTE TREINAMENTOS;Treinamento em desenvolvimento profissional e gerencial;Sociedade Empresária Limitada;TAUBATÉ;SP;02/10/2018;09/04/2014;SIM
25932;02.953.464/0001-48;COMUNICATIVA PRODUÇÕES LTDA - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;PORTO ALEGRE;RS;10/01/2014;26/01/1999;SIM
3390;07.135.121/0001-90;COMUNICK PLANEJAMENTO E MARKETING LTDA;Agências de publicidade;Sociedade Empresária Limitada;RIO GRANDE;RS;16/03/2005;27/07/2004;SIM
38707;68.657.865/0001-69;COMUNIDADE EVANGÉLICA DA ZONA SUL;Atividades de organizações religiosas ou filosóficas;Associação Privada;RIO DE JANEIRO;RJ;31/01/2018;10/09/1992;NÃO
37584;14.493.195/0001-63;COMUNIQUE SERVICOS EM TECNOLOGIA LTDA EPP;Desenvolvimento de programas de computador sob encomenda;Sociedade Empresária Limitada;SÃO PAULO;SP;31/08/2017;27/09/2011;SIM
13016;08.988.015/0001-11;COMVÍDEO PRODUÇÕES BROADCAST LTDA;Produção de filmes para publicidade;Sociedade Empresária Limitada;JOÃO PESSOA;PB;04/10/2007;15/08/2007;SIM
259;73.560.195/0001-06;CONCEITO A EM AUDIOVISUAL S.A;Programadoras;Sociedade Anônima Fechada;RIO DE JANEIRO;RJ;08/07/2003;07/10/1993;NÃO
38846;03.885.313/0001-62;CONCEITO A PRODUÇÕES EIRELI-ME;Filmagem de festas e eventos;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);SERTÃOZINHO;SP;22/02/2018;13/06/2000;SIM
34939;14.633.987/0001-96;CONCEITO EDICAO DE LIVROS LTDA;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;Sociedade Empresária Limitada;PORTO ALEGRE;RS;22/12/2016;17/11/2011;SIM
45230;35.796.172/0001-06;CONCEITOH PRODUTORA DE FILMES E EVENTOS LTDA;Produção de filmes para publicidade;Sociedade Empresária Limitada;CAXIAS DO SUL;RS;02/03/2020;16/12/2019;SIM
50331;43.827.536/0001-98;CONCEITOS PRODUÇÕES LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;21/01/2022;08/10/2021;SIM
25601;08.450.431/0001-61;CONCEPÇÃO FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO CARLOS;SP;07/11/2013;10/11/2006;SIM
29253;11.822.617/0001-09;CONCEPT ART COMUNICAÇÃO VISUAL.LTDA;Agências de publicidade;Sociedade Simples Limitada;RIO DE JANEIRO;RJ;11/03/2015;05/04/2010;SIM
38294;14.231.673/0001-67;CONCHA FILMES LTDA ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;PORTO ALEGRE;RS;24/11/2017;02/09/2011;SIM
17324;07.763.281/0001-83;CONDE DE IRAJÁ PRODUÇÕES LTDA ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Simples Limitada;RIO DE JANEIRO;RJ;01/07/2010;09/06/2010;SIM
17942;11.033.880/0001-19;CONDÉ INTERNATIONAL INTERMEDIAÇÃO DE NEGÓCIOS LTDA.;Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários;Sociedade Simples Limitada;RIO DE JANEIRO;RJ;05/11/2010;27/07/2009;NÃO
41532;54.690.276/0001-78;CONDOMÍNIO PAINEIRAS CENTER;Condomínios prediais;Associação Privada;JUNDIAÍ;SP;05/11/2018;28/08/1987;NÃO
35928;06.039.635/0001-89;CONDOMINIO PORTO REAL RESORT;Condomínios prediais;Associação Privada;MANGARATIBA;RJ;23/03/2017;06/06/2003;NÃO
41642;29.272.301/0001-56;CONECTA ACESSIBILIDADE EM VIDEOS LTDA-ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;21/11/2018;14/12/2017;SIM
581;00.393.072/0001-46;CONECTA COMUNICAÇÃO E ESTRATÉGIA LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;BRASÍLIA;DF;08/12/2003;17/01/1995;SIM
46183;34.890.173/0001-44;CONECTA COMUNICACAO, TREINAMENTO E DESENVOLVIMENTO LTDA;Agências de publicidade;Sociedade Empresária Limitada;GOIÂNIA;GO;27/07/2020;17/09/2019;SIM
31489;00.988.887/0001-78;CONECTA MINAS GERAIS LTDA;Provedores de acesso às redes de comunicações;Sociedade Empresária Limitada;SÃO JOÃO DEL REI;MG;25/11/2015;04/01/1996;NÃO
13917;09.359.402/0001-51;CONECTAR FILMES - SERVICOS DE PRODUCAO DE AUDIO CINE VIDEO - EIRELI;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);CAMPINAS;SP;10/06/2008;11/01/2008;NÃO
26259;05.462.382/0001-99;CONECTCOR TELECOMUNICAÇÕES E PROVEDOR DE INTERNET LTDA;Serviços de telefonia fixa comutada - STFC;Sociedade Empresária Limitada;DOIS CÓRREGOS;SP;27/02/2014;10/12/2002;NÃO
44315;34.426.982/0001-08;CONECTIVOS PRODUCOES AUDIOVISUAIS EIRELI;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);NOVA FRIBURGO;RJ;14/10/2019;05/08/2019;SIM
42733;29.269.612/0001-66;CONECTSHOWS PROMOÇÕES E EVENTOS LTDA;Produção de espetáculos de dança;Sociedade Empresária Limitada;GOIÂNIA;GO;12/04/2019;14/12/2017;SIM
43336;29.786.284/0001-75;CONECTV COMUNICAÇÃO E MARKETING EIRELI;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);OSASCO;SP;01/07/2019;27/02/2018;NÃO
49335;37.750.615/0001-45;CONECTV SISTEMA DE TELEVISAO LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO JOÃO DA BOA VISTA;SP;23/08/2021;16/07/2020;NÃO
37236;10.684.153/0001-59;CONEX MÍDA LTDA;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;GOIÂNIA;GO;04/08/2017;11/03/2009;SIM
20541;07.276.412/0001-06;CONEXA PRODUTORA DE FILMES E VÍDEOS LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Simples Limitada;RIO DE JANEIRO;RJ;04/01/2012;14/03/2005;SIM
30453;00.979.700/0001-70;CONEXÃO AFRICA PRODUÇÕES EIRELI;Atividades de gravação de som e de edição de música;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);RIO DE JANEIRO;RJ;13/07/2015;20/06/1995;SIM
45041;16.753.142/0001-60;CONEXÃO SERVIÇOS DE COMUNICAÇÃO MULTIMIDIA LTDA;Serviços de comunicação multimídia - SCM;Sociedade Empresária Limitada;MOCOCA;SP;05/02/2020;17/08/2012;NÃO
39881;13.790.247/0001-09;CONEXÃO SOCIAL PRODUÇÕES;Produção musical;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;21/05/2018;25/05/2011;SIM
969;58.496.571/0001-49;CONFEITARIA DE CINEMA COMUNICAÇÕES LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;06/02/2004;05/02/1988;SIM
16712;11.167.257/0001-59;CONFEITARIA PRODUCOES ARTISTICAS E MULTIMIDIA LTDA - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;17/03/2010;05/08/2009;SIM
39763;28.620.568/0001-24;CONFLUÊNCIA SERVIÇOS ARTÍSTICOS LTDA;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;Sociedade Empresária Limitada;BRASÍLIA;DF;10/05/2018;12/09/2017;SIM
45787;14.292.396/0001-00;CONFRARIA DE SONS & CHARUTOS;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;27/05/2020;03/08/2011;SIM
38474;29.220.825/0001-01;CONFRARIA FILMES EIRELI - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);BELO HORIZONTE;MG;22/12/2017;06/12/2017;SIM
6350;05.875.848/0001-88;CONFRARIA PRODUÇÕES ARTÍSTICAS LTDA - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Simples Limitada;SÃO PAULO;SP;28/08/2006;11/07/2003;SIM
35142;00.024.658/0001-33;CONFRARIA PRODUÇÕES LTDA.-ME;Produção de filmes para publicidade;Sociedade Empresária Limitada;JAGUARIÚNA;SP;18/01/2017;04/07/1994;SIM
38347;17.921.198/0001-49;CONGREGAÇÃO ROGACIONISTA;Atividades de organizações religiosas ou filosóficas;Organização Religiosa;SÃO PAULO;SP;04/12/2017;26/07/1971;NÃO
49670;30.007.119/0001-57;CONNECT FILMES - PRODUCAO DE FILMES E PUBLICIDADE EIRELI;Produção de filmes para publicidade;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);BRASÍLIA;DF;29/09/2021;22/03/2018;SIM
49746;43.162.398/0001-75;CONNECT PRO CONSULTORIA E TECNOLOGIA LTDA;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;13/10/2021;17/08/2021;NÃO
39894;15.205.228/0001-95;CONNECT2B PROPAGANDA E MARKETING LTDA;Agências de publicidade;Sociedade Empresária Limitada;SÃO PAULO;SP;22/05/2018;17/02/2012;NÃO
26331;18.413.486/0001-55;CONNECTION FILMES E PRODUCOES ARTISTICAS LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Simples Limitada;RIO DE JANEIRO;RJ;14/03/2014;02/07/2013;SIM
39751;20.779.399/0001-68;CONRADO AGE 07424432990;Filmagem de festas e eventos;Empresário (Individual) ;CAMPO LARGO;PR;09/05/2018;05/08/2014;NÃO
49388;23.480.596/0001-70;CONRADO RODRIGUES COSTA;Marketing direto;Empresário (Individual) ;SÃO PAULO;SP;30/08/2021;16/10/2015;SIM
22478;10.429.612/0001-58;CONSPIRAÇÃO ENTRETENIMENTO SÃO PAULO LTDA.;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;27/09/2012;09/10/2008;SIM
14233;09.180.984/0001-04;CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;20/08/2008;08/11/2007;SIM
10;02.020.661/0001-04;CONSPIRAÇÃO FILMES S/A;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Anônima Fechada;RIO DE JANEIRO;RJ;28/06/2002;27/06/1997;SIM
47682;14.282.377/0001-95;CONSTANTINO PRODUÇÕES LTDA ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;ANGRA DOS REIS;RJ;05/02/2021;13/09/2011;SIM
3200;05.758.725/0001-67;CONSTELAÇÃO FILMES LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;CURITIBA;PR;18/02/2005;01/07/2003;SIM
48943;15.626.562/0001-12;CONSULDOC CONSULTORIA E ASSESSORIA LTDA;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;Sociedade Empresária Limitada;MONTES CLAROS;MG;08/07/2021;29/05/2012;SIM
41058;12.782.044/0001-08;CONSULTACAD – CONSULTORIA E SERVIÇOS ACADÊMICOS LTDA.;Outras atividades profissionais, científicas e técnicas não especificadas anteriormente;Sociedade Empresária Limitada;PORTO ALEGRE;RS;12/09/2018;13/10/2010;NÃO
16622;03.920.879/0001-88;CONSULTORIA, ASSESSORIA E PROJETOS LTDA;Produção teatral;Sociedade Empresária Limitada;CUIABÁ;MT;25/02/2010;27/06/2000;SIM
34891;05.927.144/0001-01;CONTÁGIO MR COMUNICACAO E MARKETING LTDA;Agências de publicidade;Sociedade Simples Limitada;SÃO PAULO;SP;16/12/2016;19/09/2003;SIM
18096;11.907.529/0001-00;CONTAINER FILMES LTDA;Produção de filmes para publicidade;Sociedade Empresária Limitada;PORTO ALEGRE;RS;15/12/2010;06/05/2010;SIM
44012;10.772.239/0001-33;CONTAINER MEDIA E ENTRETENIMENTO, SERVIÇOS E REPRESENTAÇÕES LTDA;Portais, provedores de conteúdo e outros serviços de informação na internet;Sociedade Empresária Limitada;PORTO ALEGRE;RS;11/09/2019;20/04/2009;NÃO
13417;03.021.447/0001-35;CONTATUS PUBLICIDADE LTDA;Agências de publicidade;Sociedade Empresária Limitada;VITÓRIA DA CONQUISTA;BA;21/01/2008;10/03/1999;SIM
28312;21.280.149/0001-41;CONTEMPORANEA FILMES LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;01/12/2014;22/10/2014;SIM
50502;18.673.776/0001-38;CONTENT PRODUCOES ARTISTICAS LTDA;Produção de filmes para publicidade;Sociedade Empresária Limitada;SÃO PAULO;SP;11/02/2022;13/08/2013;SIM
50041;41.250.148/0001-61;CONTENT STUD.IO PRODUTORA DE FILMES LTDA EPP;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;26/11/2021;17/03/2021;SIM
