Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição com Valores Captados através de Mecanismos de Incentivo e Fundo Setorial do Audiovisual - 1995 a 2019;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Público;Renda (R$);Projeto de incentivo aprovado?;Art. 18;Art. 25;Art. 1º;Art. 1 º A;Art. 3º;Art. 3º A;Conversão da dívida;Art. 39;Funcines;FSA;Outras Fontes;Valor Total Captado/ Contratados(R$)
2006;B0600467100000;Gatão de Meia Idade;Antonio Carlos da Fontoura;Ficção;Ipê Artes;RJ; -; -;Downtown;38;81.947;751.249,00;Sim;201.857,83; - ;2.890.681,00; - ;543.750,00; - ; - ; - ; - ; -; -;3.636.288,83
2006;B0500442700000;Ginga – a Alma do Futebol Brasileiro;Hank Levine/Marcelo Machado/Tocha Alves;Documentário;O2 Filmes;SP; -; -;O2 Filmes;3;1.266;3.925,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2006;B0500264200000;Helena Meireles a Dama da Viola;Francisco De Paula;Documentário;Naive Produções Artísticas;SP; -; -;CineBR;1;2.495;9.394,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2006;B0600493900000;Incuráveis;Gustavo Acioli;Ficção;Lavoro Produções;RJ; -; -;Polifilmes;ND;1.871;14.382,00;Sim;100.000,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;100.000,00
2006;B0600539200000;Intervalo Clandestino;Eryk Rocha;Documentário;Grupo Novo de Cinema e TV;RJ; -; -;GNCTV;ND;ND;419;Sim;100.000,00; - ; - ; - ;620.101,61; - ; - ; - ; - ; -; -;720.101,61
2006;B0600477800000;Irma Vap - o Retorno;Carla Camurati;Ficção;Copacabana Filmes e Produções/Pequena Central;SP/RJ; -; -;Downtown;100;247.325;2.239.090,00;Sim;2.120.410,38; - ;2.110.000,00; - ;1.000.000,00; - ; - ; - ;851.000,00; -; -;6.081.410,38
2006;B0500439200000;Meninas;Sandra Werneck;Documentário;Cineluz Produções/Giros;RJ/RJ;Sandra Werneck; -;Downtown;4;4.208;26.415,00;Sim;978.382,50; - ; - ; - ; - ; - ; - ; - ; - ; -; -;978.382,50
2006;B0500316800000;Moacir Arte Bruta;Walter Carvalho;Documentário;Kinofilme/República Pureza Filmes;RJ/RJ; -; -;RioFilme;2;2.271;16.966,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2006;B0600546700000;Muito Gelo e Dois Dedos D'Água;Daniel Filho;Ficção;Globo Filmes;RJ;Lereby;RJ;Buena Vista;132;509.098;3.960.788,00;Sim; - ; - ;2.700.940,00; - ;3.000.000,00; - ; - ; - ; - ; -; -;5.700.940,00
2006;B0600459900000;Mulheres do Brasil;Malu de Martino;Ficção;EH! Filmes/Estudios Quanta;RJ/SP; -; -;PlayArte;90;48.293;369.464,00;Sim; - ; - ;1.012.304,00; - ;700.000,00; - ; - ; - ; - ; -; -;1.712.304,00
2006;B0500183300000;No Meio da Rua;Antonio Carlos da Fontoura;Ficção;Canto Claro Produções Artísticas;RJ; -; -;Film Connection;8;2.133;12.317,00;Sim; - ; - ;1.190.088,00; - ; - ; - ; - ; - ; - ; -; -;1.190.088,00
2006;B0600504400000;Nzinga;Octávio Bezerra;Documentário;Olhar Feminino Produções;RJ; -; -;Olhar Feminino;1;21;212;Sim; - ; - ;419.192,00; - ; - ; - ; - ; - ; - ; -; -;419.192,00
2006;B0400051700000;O Amigo Invisível;Maria Letícia;Ficção;Estúdio, Pesquisa e Criações Artísticas/Quanta-Rio;RJ/RJ; -; -;RioFilme;4;1.030;5.517,00;Sim; - ; - ;16.451,00; - ; - ; - ; - ; - ; - ; -; -;16.451,00
2006;B0600572700000;O Ano em que meus Pais Saíram de Férias;Cao Hamburger;Ficção;Caos Produções/Gullane;SP/SP; -; -;Buena Vista;70;368.986;3.169.763,00;Sim;861.000,00; - ;1.839.000,00; - ;2.550.000,00; - ; - ; - ;59.000,00; -; -;5.309.000,00
2006;B0600616600000;O Cavaleiro Didi e a Princesa Lili;Marcus Figueiredo;Ficção;Diler & Associados;RJ; -; -;Buena Vista;163;742.340;4.672.418,00;Sim; - ; - ;839.500,00; - ;2.929.517,86; - ; - ;70.482,14; - ; -; -;3.839.500,00
2006;B0600587200000;O Céu de Suely;Karim Aïnouz;Ficção;Videofilmes;RJ; -; -;Downtown;10;73.892;604.614,00;Sim;920.000,00; - ;400.000,00;30.000,00;395.174,67; - ; - ; - ; - ; -; -;1.745.174,67
2006;B0600496100000;O Dia em que o Brasil Esteve Aqui;Caito Ortiz;Documentário;Prodigo Films;SP; -; -;Pródigo;6;778;5.300,00;Sim;190.000,00; - ;440.000,00; - ; - ; - ; - ; - ; - ; -; -;630.000,00
2006;B0500434100000;O Homem Pode Voar - a Saga de Santos Dumont;Nelson Hoineff;Documentário;Comalt - Comunicação Alternativa;RJ; -; -;RioFilme;6;1.912;16.332,00;Sim;440.000,00; - ;529.000,00; - ; - ; - ; - ; - ; - ; -; -;969.000,00
2006;B0600547100000;O Maior Amor do Mundo;Cacá Diegues;Ficção;Luz Mágica Produções;RJ;Globo Filmes/Lereby;RJ/RJ;Sony;135;209.741;1.723.672,00;Sim;1.150.000,00; - ;1.350.000,00; - ;2.930.205,00; - ; - ; - ;720.000,00; -; -;6.150.205,00
2006;B0600451500000;O Sol - Caminhando Contra o Vento;Tetê Moraes;Documentário;Vemver Brasil;RJ; -; -;RioFilme;18;9.401;49.026,00;Sim;380.000,00; - ;200.000,00; - ; - ; - ; - ; - ; - ; -; -;580.000,00
2006;B0500265400000;O Veneno da Madrugada;Ruy Guerra;Ficção;Lagoa Cultural;RJ; -; -;UIP;5;3.639;27.907,00;Sim;1.687.500,00; - ;2.228.200,00; - ;1.717.201,82; - ; - ; - ; - ; -; -;5.632.901,82
2006;B0600592800000;Olhar Estrangeiro;Lucia Murat;Documentário;Taiga Filmes e Vídeo;RJ;Limite Produções;RJ;RioFilme;4;4.750;33.928,00;Sim; - ; - ;200.000,00; - ; - ; - ; - ; - ; - ; -; -;200.000,00
2006;B0600497600000;Outra Memória;Chico Faganello;Ficção;Filmes que voam;SC; -; -;Pipa;ND;976;4.363,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2006;B0500433200000;Se eu Fosse Você;Daniel Filho;Ficção;Total Entertainment;RJ;Globo Filmes/Lereby;RJ/RJ;Fox;197;3.644.956;28.916.137,00;Sim;1.298.172,32; - ; - ; - ;3.000.000,00; - ; - ; - ; - ; -; -;4.298.172,32
2006;B0600587800000;Solo Dios Sabe;Carlos Bolado;Ficção;Dezenove Som e Imagens;SP; -; -;Buena Vista;8;4.301;29.765,00;Sim;750.000,00; - ; - ; - ;2.950.000,00; - ; - ; - ; - ; -; -;3.700.000,00
2006;B0600535300000;Sonhos e Desejos;Marcelo Santiago;Ficção;Filmes do Equador;RJ; -; -;UIP;24;13.613;108.151,00;Sim; - ; - ;2.150.000,00; - ;500.000,00; - ; - ;343.723,51; - ; -; -;2.993.723,51
2006;B0400146400000;Soy Cuba, o Mamute Siberiano;Vicente Ferraz;Documentário;Três Mundos Produções;RJ;Urca Filmes;RJ;Imovision;6;16.556;127.740,00;Sim;150.000,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;150.000,00
2006;B0500438700000;Tapete Vermelho;Luiz Alberto Pereira;Ficção;Lapfilme;SP;CCFBR Produções/Mastershot Produções/Estudios Quanta;SP/SP/SP;Pandora;28;50.955;275.515,00;Sim; - ; - ;1.364.380,00; - ; - ; - ; - ; - ; - ; -; -;1.364.380,00
2006;B0600605700000;Tow in Surfing;Jorge Guimarães/Rosaldo Cavalcanti;Documentário;Iaiá Filmes/Tow In Sports Brasil;RJ/RJ; -; -;Iaiá Filmes;2;2.398;19.935,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2006;B0600552000000;Trair e Coçar é Só Começar;Moacyr Góes;Ficção;Diler & Associados;RJ; -; -;Fox;168;481.006;3.486.329,00;Sim; - ; - ;430.000,00; - ;2.850.000,00; - ; - ; - ; - ; -; -;3.280.000,00
2006;B0600471600000;Um Craque Chamado Divino;Penna Filho;Documentário;Penna Filho Produções;SC; -; -;Pandora;1;1.148;8.978,00;Sim;760.000,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;760.000,00
2006;B0600522500000;Veias e Vinhos: uma História Brasileira;João Batista de Andrade;Ficção;Oeste Filmes ;SP;Locall/Andrade Produções Cinematográficas;SP/SP;Polifilmes;2;4.149;19.091,00;Sim;150.000,00; - ;1.059.888,00; - ; - ; - ; - ; - ; - ; -; -;1.209.888,00
2006;B0500230100000;Vestido de Noiva;Joffre Rodrigues;Ficção;JBR Filmes;RJ; -; -;RioFilme;29;5.871;45.380,00;Sim;750.000,00; - ;642.000,00; - ; - ; - ; - ; - ; - ; -; -;1.392.000,00
2006;B0500433000000;Vinho de Rosas;Elza Cataldo;Ficção;Persona Filmes;MG; -; -;Persona;2;23.817;91.817,00;Sim;316.851,98; - ;1.110.350,00; - ; - ; - ; - ; - ; - ; -; -;1.427.201,98
2006;B0500436300000;Wood & Stock: Sexo, Orégano e Rock;Otto Guerra;Animação;Otto Desenhos Animados;RS; -; -;Downtown;15;55.231;441.039,00;Sim; - ; - ;384.000,00; - ; - ; - ; - ; - ; - ; -; -;384.000,00
2006;B0600616500000;Xuxa Gêmeas;Jorge Fernando;Ficção;Diler & Associados;RJ; -; -;Fox;277;1.035.700;5.802.977,00;Sim; - ; - ;1.578.900,00;224.600,00;3.000.000,00; - ; - ; - ; - ; -; -;4.803.500,00
2006;B0600533100000;Zé Pureza;Marcelo Ernandez;Documentário;Marcelo Ernandez;RJ; -; -;Pipa;2;415;1.625,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2006;B0600535800000;Zuzu Angel;Sergio Rezende;Ficção;Toscana Audiovisual;RJ;Warner;SP;Warner;173;774.318;5.789.238,00;Sim;1.500.000,00; - ;1.686.000,00; - ;2.850.000,00; - ; - ; - ; - ; -; -;6.036.000,00
2007;B0700778300000;3 Efes;Carlos Gerbase;Ficção;Casa de Cinema de Porto Alegre;RS;Regra Três;RS;Casa de Cinema de Porto Alegre;6;1.358;7.690,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2007;B0700735300000;3 Irmãos de Sangue;Ângela Patrícia Reiniger;Documentário;No Ar Comunicação;RJ; -; -;Filmes do Estação;8;6.873;64.086,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2007;B0400163000000;500 Almas;Joel Pizzini;Documentário;Grifa Filmes;SP; -; -;RioFilme;3;3.833;26.489,00;Sim; - ; - ;1.163.500,00; - ; - ; - ; - ; - ; - ; -; -;1.163.500,00
2007;B0700722200000;A Casa de Alice;Chico Teixeira;Ficção;Superfilmes;SP; -; -;Imovision;13;24.625;186.903,00;Sim;540.000,00; - ;1.347.694,00;280.591,00; - ; - ; - ; - ; - ; -; -;2.168.285,00
2007;B0600628300000;A Grande Família - o Filme;Maurício Farias;Ficção;Globo Filmes;RJ; -; -;Europa/MAM;262;2.035.576;15.482.240,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2007;B0700676700000;A História das Três Marias;Silvana Soares/Zackia Resende;Ficção;ZS Três Marias Audiovisuais;MG; -; -;ZS Três Marias Audiovisuais;1;ND;ND;Sim; - ; - ;185.320,00; - ; - ; - ; - ; - ; - ; -; -;185.320,00
2007;B0500438300000;À Margem do Concreto;Evaldo Mocarzel;Documentário;24 VPS Filmes;SP; -; -;Mais Filmes;3;718;4.717,00;Sim;364.608,90; - ;136.000,00; - ; - ; - ; - ; - ; - ; -; -;500.608,90
2007;B0700641700000;A Turma da Mônica em uma Aventura no Tempo;Maurício de Sousa;Animação;Diler & Associados;RJ; -; -;Buena Vista;160;545.482;4.010.200,00;Sim;75.000,00; - ;2.199.400,00;160.750,00;2.853.924,56; - ; - ;146.075,44; - ; -; -;5.435.150,00
2007;B0700746500000;A Via Láctea;Lina Chamie;Ficção;Girafa Filmes;SP; -; -;Europa/MAM;5;13.334;100.271,00;Sim; - ; - ;550.000,00;200.000,00;44.201,55; - ; - ; - ; - ; -; -;794.201,55
2007;B0600514100000;Aboio;Marília Rocha;Documentário;Anavilhana/Grupo Novo de Cinema e TV;MG/RJ; -; -;Iaiá Filmes;2;857;5.870,00;Sim;60.000,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;60.000,00
2007;B0600527900000;Antônia;Tata Amaral;Ficção;Coração da Selva;SP; -; -;Downtown;125;79.428;600.698,00;Sim;800.000,00; - ;1.581.376,00; - ;382.713,40; - ; - ; - ; - ; -; -;2.764.089,40
2007;B0500256500000;As Tentações do Irmão Sebastião;José Araújo;Ficção;Ganesh Produções;CE; -; -;RioFilme;2;546;3.086,00;Sim; - ; - ;1.151.599,00; - ; - ; - ; - ; - ; - ; -; -;1.151.599,00
2007;B0700658000000;Baixio das Bestas;Claudio Assis;Ficção;Parabólica Brasil;PE; -; -;Imovision;10;48.844;361.846,00;Sim;200.000,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;200.000,00
2007;B0600599600000;Batismo de Sangue;Helvécio Ratton;Ficção;Quimera Filmes;MG;Estudios Quanta/Teleimage;SP/SP;Downtown;24;56.535;402.345,00;Sim;1.810.000,00; - ;2.450.000,00;90.000,00; - ; - ; - ; - ; - ; -; -;4.350.000,00
2007;B0700676800000;Bem-Vindo a São Paulo;Leon Cakoff;Documentário;Mostra Filmes;SP;Plateau Produções;SP;Videofilmes;10;4.981;42.249,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2007;B0600578400000;Brasileirinho;Mika Kaurismaki;Documentário;Studio Uno Produções Artísticas;RJ; -; -;RioFilme;9;19.090;165.184,00;Sim; - ; - ;1.749.026,00; - ; - ; - ; - ; - ; - ; -; -;1.749.026,00
2007;B0600602300000;Brichos;Paulo Munhoz/Tadao Miaqui;Animação;Tecnokena;PR; -; -;Panda Filmes;21;7.732;38.583,00;Sim;583.199,00; - ;100.000,00;80.000,00; - ; - ; - ; - ; - ; -; -;763.199,00
2007;B0700648000000;Caixa Dois;Bruno Barreto;Ficção;Filmes do Equador;RJ;Columbia Tristar Filmes do Brasil/Movi & Art;SP/SP;Buena Vista;153;247.292;2.105.386,00;Sim; - ; - ;880.000,00;200.000,00;2.000.000,00; - ; - ; - ; - ; -; -;3.080.000,00
2007;B0700656800000;Cão sem Dono;Beto Brant/Renato Ciasca;Ficção;Drama Filmes;SP;Brasil Filmes/Megacolor;SP/SP;Downtown;4;31.231;241.780,00;Sim;800.000,00; - ;1.100.000,00;200.000,00;400.000,00; - ; - ; - ; - ; -; -;2.500.000,00
2007;B0700659300000;Caparaó;Flavio Frederico;Documentário;Kinoscópio;SP; -; -;Kinoscópio;9;3.508;21.120,00;Sim;90.000,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;90.000,00
2007;B0600490200000;Carreiras;Domingos de Oliveira;Ficção;Teatro Ilustre Produções Artísticas;RJ;Renata Paschoal/Afinal Filmes/Roberto Talma/Ronald Teixeira da Cunha; -/RJ/-/-;Filmes do Estação;8;5.778;42.388,00;Sim;120.000,00; - ; - ;30.000,00;23.692,06; - ; - ; - ; - ; -; -;173.692,06
2007;B0700653100000;Cartola;Hilton Lacerda/Lírio Ferreira;Documentário;Raccord Produções;RJ; -; -;RioFilme;14;63.924;520.400,00;Sim;668.500,00; - ;670.884,00; - ; - ; - ; - ; - ; - ; -; -;1.339.384,00
2007;B0700691900000;Cidade dos Homens;Paulo Morelli;Ficção;O2 Filmes;SP;Globo Filmes/Guel Produtora;RJ/RJ;Fox;163;282.425;2.238.343,00;Sim;640.000,00; - ;1.810.150,00;160.000,00;3.000.000,00; - ; - ; - ; - ; -; -;5.610.150,00
2007;B0700725800000;Conceição - Autor Bom É Autor Morto;Daniel Caetano/Guilherme Sarmiento/Samantha Ribeiro;Ficção;Duas Mariola Filmes/Inventarte;RJ/RJ; -; -;RioFilme;3;2.248;11.013,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2007;B0600471300000;Em Trânsito;Henri Gervaiseau;Documentário;4 Ventos Comunicação;RJ; -; -;Sem distribuidora;1;579;1.810,00;Sim; - ; - ;368.259,00; - ; - ; - ; - ; - ; - ; -; -;368.259,00
2007;B0600628200000;Encontro com Milton Santos ou: o Mundo Global Visto do Lado de Cá;Silvio Tendler;Documentário;Caliban Produções Cinematográficas;RJ; -; -;Caliban;ND;15.932;118.017,00;Sim;110.000,00; - ;339.292,00; - ; - ; - ; - ; - ; - ; -; -;449.292,00
2007;B0500353400000;Esses Moços;José Araripe Jr.;Ficção;Truque;BA; -; -;Pandora;6;2.693;16.646,00;Sim; - ; - ;292.250,00; - ; - ; - ; - ; - ; - ; -; -;292.250,00
2007;B0700680500000;Fabricando Tom Zé;Décio Matos Júnior;Documentário;Goiabada Productions/Muiraquitã Filmes/Primo Filmes/Spectra Midia Produções;SP/SP/SP/SP; -; -;Filmes do Estação;12;16.209;108.437,00;Sim; - ; - ;600.000,00; - ; - ; - ; - ; - ; - ; -; -;600.000,00
2007;B0700643600000;Faixa de Areia;Daniela Kallmann/Flávia Lins e Silva;Documentário;DK Produções;RJ; -; -;Film Connection;2;241;1.343,00;Sim;40.000,00; - ;200.000,00; - ; - ; - ; - ; - ; - ; -; -;240.000,00
2007;B0700785700000;Gigante - Como o Inter Conquistou o Mundo;Gustavo Spolidoro;Documentário;G7 Cinema;SP; -; -;G7 Cinema;6;23.515;196.117,00;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2007;B0700752900000;Grupo Corpo 30 Anos - uma Família Brasileira;Fábio Barreto;Documentário;Filmes do Equador;RJ; -; -;RioFilme;8;2.743;24.479,00;Sim;997.516,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;997.516,00
2007;B0700644000000;Hércules 56;Silvio Da-Rin;Documentário;Amado Arte&Produção/Diálogo Comunicação;RJ/RJ; -; -;RioFilme;6;11.820;69.270,00;Sim;812.000,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;812.000,00
2007;B0700676500000;Histórias do Rio Negro;Luciano Cury;Documentário;Ink;SP; -; -;Downtown;2;1.990;16.594,00;Sim;899.000,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;899.000,00
2007;Sem CPB;I Hate São Paulo;Dardo Toledo Barros;Ficção;Intuit Filmes;SP; -; -;Intuit Films;1;215;566;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2007;B0600555700000;Inacreditável - a Batalha dos Aflitos;Beto Souza;Documentário;G7 Cinema/TGD Filmes;SP/RS; -; -;G7 Cinema;ND;ND;ND;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2007;B0700680400000;Inesquecível;Paulo Sérgio Almeida;Ficção;Morena Filmes;RJ; -; -;Buena Vista;53;59.397;481.334,00;Sim; - ; - ;400.000,00;250.000,00;2.871.153,24; - ; - ;128.846,76; - ; -; -;3.650.000,00
2007;B0700758700000;Jogo de Cena;Eduardo Coutinho;Documentário;Matizar/Videofilmes;RJ/RJ; -; -;Videofilmes;8;44.538;368.113,00;Sim;36.000,00; - ; - ;54.000,00; - ; - ; - ; - ; - ; -; -;90.000,00
2007;B0700692400000;Maria Bethânia - Pedrinha de Aruanda;Andrucha Waddington;Documentário;Quitanda;RJ; -; -;Filmes do Estação;23;12.065;106.940,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2007;B0500364700000;Mestre Bimba - a Capoeira Iluminada;Luiz Fernando Goulart;Documentário;Lumen Produções;RJ;Publytape;RJ;RioFilme;6;3.336;21.433,00;Sim;100.000,00; - ;521.260,00; - ; - ; - ; - ; - ; - ; -; -;621.260,00
2007;B0600502500000;Meteoro;Diego De La Texera;Ficção;Cinelândia Produções;RJ;Skylight/Ananã Produções;RJ/RJ;Imovision;15;3.518;24.281,00;Sim;1.733.000,00; - ;2.741.029,00;300.000,00; - ; - ; - ; - ; - ; -; -;4.774.029,00
2007;B0700721300000;Mutum;Sandra Kogut;Ficção;Tambellini Filmes;RJ; -; -;Videofilmes;6;24.728;205.443,00;Sim;1.910.000,00; - ;1.218.320,00;260.000,00; - ; - ; - ; - ; - ; -; -;3.388.320,00
2007;B0700661700000;Não Por Acaso;Philippe Barcinsk;Ficção;O2 Filmes;SP; -; -;Fox;62;119.973;980.022,00;Sim;480.000,00; - ;1.156.150,00;120.000,00;3.000.000,00; - ; - ; - ; - ; -; -;4.756.150,00
2007;B0600552200000;Noel - Poeta da Vila;Ricardo Van Steen;Ficção;Zohar Cinema;RJ;Movi & Art/Tempo Design;SP/SP;Pandora;17;52.461;411.695,00;Sim;620.000,00; - ;1.890.000,00; - ; - ; - ; - ; - ; - ; -; -;2.510.000,00
2007;B0700679600000;Nossa Senhora De Caravaggio;Fábio Barreto;Ficção;Martins Produções/Raccord Produções;RJ/RS; -; -;RioFilme;8;2.185;13.398,00;Sim;135.000,00; - ;1.356.260,00;196.072,00; - ; - ; - ; - ; - ; -; -;1.687.332,00
2007;B0700652000000;O Cheiro do Ralo;Heitor Dhalia;Ficção;RT Features;SP;Teleimage/Geração Conteúdo/Branca Filmes/Primo Filmes/Joana Mariani;SP/SP/SP/SP/-;Filmes do Estação;18;172.959;1.437.254,00;Sim; - ; - ;299.957,00;150.000,00; - ; - ; - ; - ; - ; -; -;449.957,00
2007;B0600588700000;O Dono do Mar;Odorico Mendes;Ficção;C B P C Centro Brasileiro de Produção Cultural/Chroma Filmes/Planifilmes;MA/-/SP; -; -;Pandora;14;4.062;22.101,00;Sim;2.273.500,00; - ;3.492.200,00;180.000,00; - ; - ; - ; - ; - ; -; -;5.945.700,00
2007;B0700638200000;O Engenho de Zé Lins;Vladimir Carvalho;Documentário;Urca Filmes;RJ; -; -;Imovision;5;7.334;50.703,00;Sim; - ; - ; - ;40.000,00; - ; - ; - ; - ; - ; -; -;40.000,00
2007;B0500210500000;O Fim do Sem Fim;Beto Magalhães/Cao Guimarães/Lucas Bambozzi;Documentário;Bananeira Filmes;RJ; -; -;Filmes do Estação;3;1.190;9.827,00;Sim;125.000,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;125.000,00
2007;B0700748600000;O Homem que Desafiou o Diabo;Moacyr Góes;Ficção;Filmes do Equador;RJ;Warner;SP;Warner;172;422.855;2.992.203,00;Sim;1.125.000,00; - ;1.320.000,00;260.000,00;3.000.000,00; - ; - ; - ; - ; -; -;5.705.000,00
2007;B0700691000000;O Longo Amanhecer - Cinebiografia De Celso Furtado;José Mariani;Documentário;Andaluz;RJ; -; -;RioFilme;1;1.022;5.443,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2007;B0700766800000;O Magnata;Johnny Araújo;Ficção;Green Goes;SP; -; -;Buena Vista;67;149.463;1.141.389,00;Sim; - ; - ;1.121.775,00;250.000,00;2.880.000,00; - ; - ; - ; - ; -; -;4.251.775,00
2007;B0600604600000;O Mundo em Duas Voltas;David Schurman;Documentário;Gullane/Schurmann Filmes;SP/SP;Paulo Eduardo Ribeiro/Teleimage; -/SP;Europa/MAM;16;54.683;507.392,00;Sim;240.000,00; - ;1.865.096,00; - ;213.060,25; - ; - ; - ; - ; -; -;2.318.156,25
2007;B0700653200000;Ó Pai, Ó;Monique Gardenberg;Ficção;Dezenove Som e Imagens/Dueto Filmes;SP/RJ; -; -;Europa/MAM;100;397.075;3.172.654,00;Sim;75.000,00; - ;1.730.000,00;310.000,00;500.000,00; - ; - ; - ; - ; -; -;2.615.000,00
2007;B0700692800000;O Passado;Hector Babenco;Ficção;HB Filmes;SP; -; -;Warner;50;174.809;1.608.326,00;Sim;800.000,00; - ;2.892.355,00;746.915,54;2.250.000,00; - ; - ; - ; - ; -; -;6.689.270,54
2007;B0700632300000;O Passageiro - Segredos de Adulto;Flávio Ramos Tambellini;Ficção;Hangar Filmes/Tambellini Filmes;RJ/RJ; -; -;Califórnia;13;5.481;42.880,00;Sim;1.470.000,00; - ;695.000,00;80.000,00;200.999,61; - ; - ; - ; - ; -; -;2.445.999,61
2007;B0500433800000;O Quinze;Jurandir Oliveira;Ficção;Menescal Produções;RJ; -; -;Pipa;ND;110;330;Sim;459.000,00; - ;1.250.000,00; - ; - ; - ; - ; - ; - ; -; -;1.709.000,00
2007;B0700648100000;Ódiquê?;Felipe Joffily;Ficção;Santa Luzia Artes;RJ; -; -;Filmes do Estação;5;3.204;23.951,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2007;B0600581800000;Os 12 Trabalhos;Ricardo Elias;Ficção;Politheama Filmes;SP;Produtora Audiovisual Quark;SP;Imovision;9;21.173;119.716,00;Sim;120.000,00; - ;1.432.000,00;30.000,00;32.712,61; - ; - ; - ; - ; -; -;1.614.712,61
2007;B0700807900000;Os Porralokinhas;Lui Farias;Ficção;Globo Filmes;RJ;RF Cine TV/LMC Produções Artísticas/Lereby/Photo Síntese Rio Produções Cinematográficas;RJ/RJ/RJ/RJ;Universal;162;135.015;797.934,00;Sim; - ; - ;400.000,00; - ;2.500.000,00; - ; - ; - ; - ; -; -;2.900.000,00
2007;B0700660400000;Oscar Niemeyer - a Vida É um Sopro;Fabiano Maciel;Documentário;Sérgio Alexandre Martins Celeste; -; -; -;Pipa;8;10.281;59.884,00;Sim;288.637,00; - ;167.662,00; - ; - ; - ; - ; - ; - ; -; -;456.299,00
2007;B0500445600000;Pampulha ou a Invenção do Mar de Minas;Oswaldo Caldeira;Documentário;Oswaldo Caldeira Produções Cinematográficas;RJ; -; -;Grupo Novo;ND;ND;ND;Sim; - ; - ;150.000,00; - ; - ; - ; - ; - ; - ; -; -;150.000,00
2007;B0600538400000;Person;Marina Person;Documentário;Lauper Films;SP;Dezenove Som e Imagens;SP;Mais Filmes;3;1.518;9.834,00;Sim; - ; - ;132.186,00; - ; - ; - ; - ; - ; - ; -; -;132.186,00
2007;B0700680800000;Podecrer!;Arthur Fontes;Ficção;Conspiração Filmes;RJ;Teleimage/Estudios Quanta;SP/SP;Sony;60;43.833;361.507,00;Sim;700.000,00; - ;1.880.000,00; - ;200.000,00; - ; - ; - ; - ; -; -;2.780.000,00
2007;B0901091100000;Porto Alegre – Meu Canto no Mundo;Cícero Aragon/Jaime Lerner;Documentário;Infoco Filmes;RS; -; -;Panda Filmes;2;1.356;7.812,00;Sim;464.000,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;464.000,00
2007;B0700787100000;PQD;Guilherme Coelho;Documentário;Matizar;RJ; -; -;Videofilmes;5;3.140;14.570,00;Sim; - ; - ;31.000,00;150.000,00; - ; - ; - ; - ; - ; -; -;181.000,00
2007;B0700714700000;Primo Basílio;Daniel Filho;Ficção;Lereby;RJ; -; -;Buena Vista;163;838.726;6.376.703,00;Sim;730.000,00; - ;3.000.000,00;95.000,00;3.000.000,00; - ; - ; - ; - ; -; -;6.825.000,00
2007;B0600555300000;Pro Dia Nascer Feliz;João Jardim;Documentário;Fogo Azul Filmes;RJ;Tambellini Filmes;RJ;Copacabana Filmes;5;51.140;325.211,00;Sim;435.000,00; - ;520.000,00; - ; - ; - ; - ; - ; - ; -; -;955.000,00
